dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6099
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7028
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9588
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9516
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9438
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8340
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8247
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8442
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7430
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7183
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9457
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8585
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6440
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9646
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8089
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6099
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9486
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8604
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.5820
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9554
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8163
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8080
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9511
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8335
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.4644
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9574
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8302
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.7276
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9419
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8437
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6068
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9603
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8316
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6935
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9394
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8386
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.5697
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9637
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7968
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.5851
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9297
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8511
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6161
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9516
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8117
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.7461
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9486
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8256
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.5325
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9540
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8019
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.7740
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9486
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8363
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.6563
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9680
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8344
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.7368
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9060
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8275
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.5573
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9467
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8219
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6873
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9467
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8446
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6780
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9496
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8298
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.7152
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9307
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8428
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4985
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9278
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8321
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 4, Test acc: 0.7059
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 4, Test acc: 0.9356
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 4, Test acc: 0.8418
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 4, Test acc: 0.3901
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 4, Test acc: 0.9307
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 4, Test acc: 0.8316
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 6, Test acc: 0.6316
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 6, Test acc: 0.9375
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 6, Test acc: 0.8548
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 6, Test acc: 0.4551
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 6, Test acc: 0.9104
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 6, Test acc: 0.8247
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 8, Test acc: 0.6780
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 8, Test acc: 0.9346
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 8, Test acc: 0.8451
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 8, Test acc: 0.5294
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 8, Test acc: 0.9331
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 8, Test acc: 0.8089
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 10, Test acc: 0.5882
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 10, Test acc: 0.9322
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 10, Test acc: 0.8544
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 10, Test acc: 0.6068
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 10, Test acc: 0.9390
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 10, Test acc: 0.8279
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5263
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9428
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8284
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 4, Test acc: 0.4892
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 4, Test acc: 0.9201
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6409
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9516
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8544
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6409
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9680
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8182
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6440
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9428
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.4644
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9268
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8251
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7183
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9390
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8437
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6440
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9360
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8066
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.7461
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9404
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8442
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.5944
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.9675
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.8080
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.7585
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9482
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8423
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.6687
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.9651
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 6, Test acc: 0.8173
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.7183
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9448
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8242
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.6533
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.9612
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 8, Test acc: 0.8363
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7276
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9404
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.8340
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.6502
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.9496
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 10, Test acc: 0.7801
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5201
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9365
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8409
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4087
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.8852
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8437
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 4, Test acc: 0.5139
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 4, Test acc: 0.9288
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 4, Test acc: 0.8460
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 4, Test acc: 0.5170
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 4, Test acc: 0.9356
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 4, Test acc: 0.8391
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 6, Test acc: 0.5480
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 6, Test acc: 0.9264
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 6, Test acc: 0.8316
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 6, Test acc: 0.5820
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 6, Test acc: 0.9293
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 6, Test acc: 0.8502
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 8, Test acc: 0.5201
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 8, Test acc: 0.9210
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 8, Test acc: 0.8349
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 8, Test acc: 0.6068
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 8, Test acc: 0.9128
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 8, Test acc: 0.8261
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 10, Test acc: 0.6687
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 10, Test acc: 0.9322
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 10, Test acc: 0.8497
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 10, Test acc: 0.6161
dataset: data/ms_academic.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 10, Test acc: 0.9360
dataset: data/pubmed.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 10, Test acc: 0.8353
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6471
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5418
dataset: data/cora_ml.npz, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5635
